Id,group_id,fold,actual_Q0_TOTAL_ASSETS,actual_Q0_TOTAL_LIABILITIES,actual_Q0_TOTAL_STOCKHOLDERS_EQUITY,actual_Q0_GROSS_PROFIT,actual_Q0_COST_OF_REVENUES,actual_Q0_REVENUES,actual_Q0_OPERATING_INCOME,actual_Q0_OPERATING_EXPENSES,actual_Q0_EBITDA,B0_Q0_TOTAL_ASSETS,B0_Q0_TOTAL_LIABILITIES,B0_Q0_TOTAL_STOCKHOLDERS_EQUITY,B0_Q0_GROSS_PROFIT,B0_Q0_COST_OF_REVENUES,B0_Q0_REVENUES,B0_Q0_OPERATING_INCOME,B0_Q0_OPERATING_EXPENSES,B0_Q0_EBITDA,B1_Q0_TOTAL_ASSETS,B1_Q0_TOTAL_LIABILITIES,B1_Q0_TOTAL_STOCKHOLDERS_EQUITY,B1_Q0_GROSS_PROFIT,B1_Q0_COST_OF_REVENUES,B1_Q0_REVENUES,B1_Q0_OPERATING_INCOME,B1_Q0_OPERATING_EXPENSES,B1_Q0_EBITDA,B2_Q0_TOTAL_ASSETS,B2_Q0_TOTAL_LIABILITIES,B2_Q0_TOTAL_STOCKHOLDERS_EQUITY,B2_Q0_GROSS_PROFIT,B2_Q0_COST_OF_REVENUES,B2_Q0_REVENUES,B2_Q0_OPERATING_INCOME,B2_Q0_OPERATING_EXPENSES,B2_Q0_EBITDA,B3_Q0_TOTAL_ASSETS,B3_Q0_TOTAL_LIABILITIES,B3_Q0_TOTAL_STOCKHOLDERS_EQUITY,B3_Q0_GROSS_PROFIT,B3_Q0_COST_OF_REVENUES,B3_Q0_REVENUES,B3_Q0_OPERATING_INCOME,B3_Q0_OPERATING_EXPENSES,B3_Q0_EBITDA,B4_Q0_TOTAL_ASSETS,B4_Q0_TOTAL_LIABILITIES,B4_Q0_TOTAL_STOCKHOLDERS_EQUITY,B4_Q0_GROSS_PROFIT,B4_Q0_COST_OF_REVENUES,B4_Q0_REVENUES,B4_Q0_OPERATING_INCOME,B4_Q0_OPERATING_EXPENSES,B4_Q0_EBITDA
1590,1344,4,27253000.0,14465193.072010836,12787806.927989164,-17000.0,17493000.0,17476000.0,1196000.0,138000.0,-155000.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,25963000.0,13780494.174168618,12182505.825831382,-25000.0,23047000.0,23022000.0,1399000.0,131000.0,-156000.0,28099000.0,14914228.163153874,13184771.836846126,59798000.0,22908000.0,82706000.0,1213000.0,113000.0,59685000.0,25244000.000000007,13398867.424130982,11845132.575869022,-29930999.99999993,27241500.0,-2689499.999999974,1482999.9999999993,179499.99999999994,-30110499.999999948,28099000.0,14914228.163153874,12916843.984650705,-25000.0,23033100.0,28990400.0,1385199.9999999995,132250.0,2825850.0000000168
367,268,0,798398000.0,795372000.0,3026000.0,37121000.0,256160000.0,293281000.0,10257000.0,26864000.0,10257000.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,803894000.0,799208000.0,4686000.0,38860000.0,368033000.0,406893000.0,4337000.0,34523000.0,4337000.0,884379000.0,822804000.0,61575000.0,18744000.0,269913000.0,288657000.0,-13351000.0,32095000.0,-13351000.0,-548151499.9999985,-429707999.999999,-118443499.9999998,27004000.000000007,374860499.9999999,401864499.9999999,-8693999.999999983,35697999.99999998,-8693999.999999983,884379000.0,822804000.0,25571300.000000037,38860000.0,358221000.0,395069400.0,-7484899.999999992,34154900.0,-3109899.999999995
636,839,4,1059052000.0,883921000.0,175131000.0,91945000.0,202788000.0,235132000.0,-287000.0,84957000.0,6988000.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,1036859000.0,854219000.0,182640000.0,106401000.0,230263000.0,269721000.0,819000.0,100313000.0,6088000.0,1304582000.0,812975000.0,491607000.0,116346000.0,241246000.0,291491000.0,13591000.0,96185000.0,20161000.0,903507000.0000008,870658500.0,32848500.000000272,93745499.99999996,210159999.99999997,240616999.9999999,-6376999.99999997,95767999.99999996,-2022499.9999999872,1304582000.0,812975000.0,399855300.00000006,106401000.0,231361300.0,271898000.0,1052600.000000015,99032900.0,6469450.000000004
1270,1065,3,11069000000.0,5919000000.0,5105000000.0,727000000.0,1752000000.0,2479000000.0,462000000.0,265000000.0,462000000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,11001000000.0,5942000000.0,5014000000.0,752000000.0,1811000000.0,2563000000.0,487000000.0,265000000.0,487000000.0,10721000000.0,6035000000.0,4640000000.0,693000000.0,1836000000.0,2529000000.0,608000000.0,85000000.0,608000000.0,11060500000.0,5926000000.000002,5089499999.999999,699999999.9999999,1763999999.9999993,2463999999.999998,450000000.00000006,249999999.9999999,450000000.00000006,10721000000.0,6035000000.0,4729900000.0,752000000.0,1813500000.0,2559600000.0,504800000.0,227500000.0,500100000.0
102,712,1,12331000.0,10875000.0,1456000.0,1472000.0,1968000.0,3440000.0,-4166000.0,5638000.0,-4166000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,5304128.0,14927727.0,-14477599.0,0.0,25599000.0,93681798.0,-1475615.0,1475615.0,-1475615.0,254860871.0,12987174.0,-12072932.0,0.0,25599000.0,93681798.0,-237071.0,237071.0,-237071.0,-119420028.49999967,15435580.5,-15143624.999999996,0.0,25599000.0,93681798.0,-1620770.499999999,1620770.499999999,-1620770.499999999,254860871.0,12987174.0,-12687070.6,0.0,25599000.0,93681798.0,-1176629.5499999996,1242421.75,-1271452.8499999996
1658,812,1,180372000.0,121221000.0,30642000.0,18014000.0,31653000.0,49667000.0,-11599000.0,29613000.0,-11599000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,182313000.0,102912000.0,50892000.0,17828000.0,29224000.0,47052000.0,2076000.0,15752000.0,2076000.0,214499000.0,139230000.0,46760000.0,21020000.0,47716000.0,68736000.0,6464000.0,14556000.0,6464000.0,164844500.0,83943000.0,52392499.99999999,14891999.999999993,18386499.999999996,33278500.00000001,-1245999.9999999953,16137999.999999993,-1245999.9999999953,214499000.0,139230000.0,47886500.0,17828000.0,31073200.0,49220400.0,1731400.0000000023,15551400.0,1957000.0000000014
6,356,2,2319806000.0,1534495000.0,785311000.0,376397000.0,415254000.0,791651000.0,93430000.0,288680000.0,87717000.0,4477527608.691301,3116993103.3607926,1060132734.0932164,414394115.5442648,654843072.9761355,1048567242.1909161,92227053.46728252,348255722.2755966,66138393.268668205,2288471000.0,1513462000.0,775009000.0,291896000.0,308303000.0,600199000.0,37561000.0,258676000.0,33220000.0,2611567000.0,1823365000.0,788202000.0,370528000.0,448096000.0,818624000.0,91583000.0,286218000.0,84310000.0,2124350999.9999995,1344496500.0,779854499.9999999,261365500.0,277461499.9999999,538826999.9999999,19946499.999999996,245383000.0,15982499.999999989,2611567000.0,1823365000.0,786532500.0,291896000.0,322282300.0,622041500.0,44960350.0,262855100.0,38266750.0
1147,318,0,19295025.0,28370931.0,-13369686.0,2067435.0,4847499.0,6914934.0,-1108124.0,3175559.0,-1108124.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,19657009.0,27615726.0,-12244894.0,2700360.0,5449120.0,8149480.0,-525997.0,3226357.0,-525997.0,20765740.0,23851274.0,-3376224.0,2325849.0,4263378.0,6589227.0,-1363614.0,3689463.0,-1363614.0,18542881.499999996,28339637.999999996,-13926718.499999994,2363973.4999999995,5350577.999999997,5259317.499999997,-757538.4999999993,3121511.9999999995,-757538.4999999993,20765740.0,23851274.0,-5486322.899999999,2700360.0,5330545.8,7993454.7,-893052.8499999996,3308493.7,-762982.8499999999
114,141,2,3549408000.0,2109262000.0,1440146000.0,264579000.0,494402000.0,758981000.0,58594000.0,205985000.0,58594000.0,4477527608.691301,3116993103.3607926,1060132734.0932164,414394115.5442648,654843072.9761355,1048567242.1909161,92227053.46728252,348255722.2755966,66138393.268668205,3380509000.0,1993208000.0,1387301000.0,234804000.0,491443000.0,726247000.0,42412000.0,192392000.0,42412000.0,3086226000.0,1923645000.0,1162581000.0,228509000.0,440418000.0,668927000.0,56011000.0,172498000.0,56011000.0,-1105508999.9999962,-861478499.9999977,-244030499.9999989,346747999.99999994,606410999.9999998,953158999.9999999,127290999.99999993,219456999.99999985,127290999.99999993,3086226000.0,1923645000.0,881258700.0000002,234804000.0,486340500.0,720515000.0,88931199.99999997,191119700.0,70595499.99999997
139,890,3,331401784.0,56254670.0,275147114.0,17982150.0,0.0,17982150.0,-40215832.0,58197982.0,-40215832.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,359989184.0,58273664.0,301715520.0,24974054.0,0.0,24974054.0,-34874617.0,59848671.0,-34874617.0,379620341.0,40526658.0,339093683.0,3493298.0,7489884.0,10983182.0,-7788088.0,11281386.0,-7788088.0,347490552.0,58683935.49999998,288806616.4999998,23227966.999999996,9262240.500000011,28290150.50000002,-42802717.99999996,74837810.49999996,-51609843.49999996,379620341.0,40526658.0,329036269.7,24974054.0,748988.4,23574966.8,-30712708.799999982,51634127.949999996,-34477879.14999999
411,956,2,5533000.0,4648000.0,885000.0,-1669000.0,2438000.0,769000.0,-6339000.0,4670000.0,-6339000.0,4477527608.691301,3116993103.3607926,1060132734.0932164,414394115.5442648,654843072.9761355,1048567242.1909161,92227053.46728252,348255722.2755966,66138393.268668205,8931000.0,3070000.0,5861000.0,-201000.0,626000.0,425000.0,-4693000.0,4492000.0,-4693000.0,11570000.0,6218000.0,5352000.0,130000.0,807000.0,937000.0,-4748000.0,4878000.0,-4748000.0,9434500.0,2368000.000000002,7066500.000000002,-892499.9999999993,1083499.9999999986,191000.00000000032,-5219999.999999999,4327499.999999999,-5219999.999999999,11570000.0,6218000.0,5694900.0,-201000.0,644100.0,476200.0,-4973000.0,4552750.0,-4862100.0
681,18,1,36550000000.0,16943241279.095451,15250000000.0,577000000.0,3467000000.0,4044000000.0,714000000.0,627000000.0,-50000000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,36093000000.0,16731392817.685148,15125000000.0,538000000.0,3255000000.0,3793000000.0,514000000.0,695000000.0,-157000000.0,33165000000.0,15374079261.865955,14144000000.0,445000000.0,2639000000.0,3084000000.0,269000000.0,620000000.0,-175000000.0,37031500000.0,17166447043.141544,15410000000.0,566499999.9999998,3426499999.999999,3992999999.999998,598499999.9999995,712499999.9999996,-145999999.99999994,33165000000.0,15374079261.865955,14397200000.0,538000000.0,3193400000.0,3722100000.0,482749999.99999976,681750000.0,-157299999.99999997
1671,1574,4,100449000.0,141057000.0,-40608000.0,-171000.0,512000.0,341000.0,-48297000.0,24344000.0,-24515000.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,140097000.0,134233000.0,5864000.0,431000.0,26000.0,457000.0,-52414000.0,25872000.0,-25441000.0,244818000.0,117832000.0,126986000.0,126000.0,11000.0,137000.0,-38990000.0,17054000.0,-16928000.0,107739500.00000012,138866000.00000003,-31126499.999999907,466499.9999999997,25000.000000000015,491500.0000000001,-58517999.99999997,29142499.999999993,-28675999.999999993,244818000.0,117832000.0,95363500.00000001,431000.0,24500.0,425000.0,-51438799.999999985,24435450.0,-24708900.0
500,1524,4,10599934.0,26203416.0,-15603482.0,-6219.0,193120.0,186901.0,-1076399.0,1070180.0,-1076399.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,10903780.0,26255730.0,-15351950.0,-46476.0,199963.0,153487.0,-679471.0,632995.0,-679471.0,10833317.0,21234598.0,-10401281.0,-331366.0,495742.0,164376.0,-2132187.0,1800821.0,-2132187.0,10891604.000000004,27482048.499999993,-16590444.499999993,110889.99999999978,42752.500000000226,153642.49999999988,-137370.0000000007,248260.0,-137370.0000000007,10833317.0,21234598.0,-11639113.7,-46476.0,229540.90000000002,154575.90000000002,-844235.3000000004,828086.7,-807383.9000000003
1203,855,3,13322000.0,67881000.0,8277888.77383834,3223000.0,1889000.0,5112000.0,-3552000.0,8664000.0,-5441000.0,4641379180.050808,3122869605.61366,1222168580.2567902,415573749.07929176,644449495.9491917,1047932274.8583525,101471620.37028484,335075420.6374134,80498328.44187836,14074000.0,69738000.0,8745158.880273292,165000.0,2293000.0,2458000.0,-7336000.0,9794000.0,-9629000.0,42283000.0,120327000.0,-78044000.0,4691000.0,1680000.0,6371000.0,-18724000.0,25095000.0,-20404000.0,5949500.000000021,50792000.000000104,55855529.858283505,36000.00000000106,2140999.999999999,2177000.000000001,236499.9999999938,1940500.0000000137,-1904500.0000000035,42283000.0,120327000.0,-51264094.0283433,165000.0,2231700.0,2849300.0,-6966150.000000003,12068850.000000002,-9466650.000000002
180,1091,2,635001000.0,115305000.0,502273000.0,21465000.0,40457000.0,61922000.0,-143360000.0,205282000.0,-183817000.0,4477527608.691301,3116993103.3607926,1060132734.0932164,414394115.5442648,654843072.9761355,1048567242.1909161,92227053.46728252,348255722.2755966,66138393.268668205,772176000.0,128488000.0,625575000.0,24203000.0,38244000.0,62447000.0,-94506000.0,156953000.0,-132750000.0,1231774000.0,126925000.0,1084446000.0,27702000.0,41507000.0,69209000.0,-71124000.0,140333000.0,-112631000.0,581541500.0000006,133140000.00000001,430913500.0000005,22976499.999999993,36866499.999999985,59842999.99999999,-257604999.99999976,317447999.9999999,-294471499.99999994,1231774000.0,126925000.0,953739500.0000001,24203000.0,38570300.0,63123200.0,-169040899.99999988,169678500.0,-177242650.0
1960,1407,1,2672864000.0,288913000.0,2383951000.0,132902000.0,168499000.0,301401000.0,55706000.0,77196000.0,55706000.0,4569392647.153194,3148205417.965642,1102833887.9482822,442438272.06466514,662012570.395689,1080646990.1424172,99137490.8860662,385791846.87836796,56646425.18629715,2696417000.0,297867000.0,2398550000.0,147691000.0,192280000.0,339971000.0,72063000.0,75628000.0,72063000.0,2962520000.0,382011000.0,2580509000.0,150424000.0,198582000.0,349006000.0,93162000.0,57262000.0,93162000.0,2550735000.0000005,273177000.00000024,2277558000.0000005,145948000.0,193106999.9999999,339054999.9999998,63195000.00000003,82752999.99999994,63195000.00000003,2962520000.0,382011000.0,2519918800.0,147691000.0,192910200.0,340874500.0,73958700.00000001,72667300.0,73622400.0
356,219,4,8388335000.0,5163154000.0,3225181000.0,313343000.0,687959000.0,1001302000.0,116260000.0,85661000.0,227682000.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,8392600000.0,5182828000.0,3209772000.0,330004000.0,732108000.0,1062112000.0,118013000.0,91312000.0,238692000.0,8712616000.0,5643298000.0,3069318000.0,323733000.0,694535000.0,1018268000.0,252901000.0,90013000.0,233720000.0,8328719000.000002,5056859999.999999,3271859000.0,331989499.9999997,720075999.9999998,1052065499.9999998,65983500.00000003,89380499.99999996,242608999.99999985,8712616000.0,5643298000.0,3109826200.0,330004000.0,728350700.0,1057727600.0,132464650.00000001,90859050.0,238872699.99999994
1646,1209,4,1563399000.0,1445358000.0,-136248000.0,72333000.0,116682000.0,189015000.0,23506000.0,11423000.0,60910000.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,1532280000.0,1416141000.0,-125444000.0,67009000.0,115281000.0,182290000.0,19133000.0,10787000.0,56222000.0,1349749000.0,1216518000.0,710756377.6795151,58459000.0,107958000.0,166417000.0,14080000.0,10178000.0,48281000.0,1580398000.0,1470040000.0000002,-538133188.8397565,69310499.99999999,122284999.99999996,191595499.99999997,20516999.99999999,10256999.999999998,59053499.999999985,1349749000.0,1216518000.0,460978464.37566084,67009000.0,114548700.0,180702700.0,18309099.999999993,10612200.0,55483250.0
1793,1494,4,320019000.0,126984000.0,193035000.0,177377000.0,58492000.0,235869000.0,25509000.0,151868000.0,25509000.0,4727288030.718462,3211783158.4280415,1232631661.462514,441757192.47692305,672585084.3115385,1096637221.1707692,96537440.85615385,369189874.7430769,72567317.73384616,318725000.0,133164000.0,185561000.0,210715000.0,85473000.0,296188000.0,38706000.0,172009000.0,38706000.0,326351000.0,175829000.0,150522000.0,282849000.0,107549000.0,390398000.0,48156000.0,234693000.0,48156000.0,316352500.00000006,120602500.00000003,195750000.0,192485500.0,82994999.99999996,275480499.99999994,41383499.999999985,151102000.0,41383499.999999985,326351000.0,175829000.0,159567600.0,210715000.0,87680600.0,305609000.0,42879749.99999999,182455100.0,41399249.99999999
235,903,0,0.0,0.0,-804876.0,0.0,0.0,0.0,-14550.0,14550.0,-14550.0,5572920030.95766,3400494987.3406277,1831684863.2391856,406234554.0184758,658548990.7721324,1040845932.5111624,102754619.98691301,340547538.3425712,65687015.67590454,750.0,355.0619165047454,-790326.0,0.0,0.0,0.0,-1655918.0,1655918.0,-1655918.0,0.0,0.0,-9503.0,0.0,0.0,0.0,0.0,0.0,0.0,749.9999999999997,355.0619165047453,-802778.4999999997,0.0,0.0,0.0,-1664745.4999999993,1664745.4999999993,-1664745.4999999993,0.0,0.0,-168158.09999999995,0.0,0.0,0.0,-1163556.3499999996,1325617.15,-1327382.65
